,Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
291,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,2586,2,3,4,59,57.0
292,Male,disloyal Customer,Business travel,Business,satisfied,39,140,4,4,4,0,7.0
293,Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,21,903,1,3,1,35,28.0
294,Male,Loyal Customer,Business travel,Business,satisfied,46,2423,4,4,5,1,0.0
295,Female,Loyal Customer,Business travel,Business,satisfied,36,3130,5,5,3,62,65.0
296,Male,Loyal Customer,Business travel,Business,satisfied,60,2198,4,4,3,23,4.0
297,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,23,602,2,4,2,21,44.0
298,Male,Loyal Customer,Personal Travel,Eco,satisfied,52,685,4,5,4,0,0.0
299,Male,Loyal Customer,Business travel,Eco,satisfied,36,1208,4,2,4,3,0.0
300,Male,Loyal Customer,Business travel,Business,satisfied,41,2789,4,4,5,10,0.0
301,Male,Loyal Customer,Business travel,Business,satisfied,45,3305,4,4,3,8,0.0
302,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,2342,5,3,5,0,0.0
303,Female,Loyal Customer,Business travel,Business,satisfied,45,3712,4,4,5,0,0.0
304,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,1431,1,1,5,91,76.0
305,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,62,255,2,3,2,113,107.0
306,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,30,3720,2,3,2,27,12.0
307,Male,Loyal Customer,Business travel,Eco,satisfied,48,1107,4,4,4,0,0.0
308,Female,Loyal Customer,Business travel,Business,satisfied,32,2999,4,5,4,28,11.0
309,Female,Loyal Customer,Business travel,Business,satisfied,30,2438,2,5,2,38,28.0
310,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,40,156,4,5,4,0,0.0
311,Male,Loyal Customer,Business travel,Business,satisfied,42,3665,4,4,3,83,92.0
312,Female,Loyal Customer,Business travel,Business,satisfied,52,2917,3,4,5,15,32.0
313,Male,Loyal Customer,Business travel,Business,satisfied,50,1235,5,5,3,0,0.0
314,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,18,549,2,4,2,0,0.0
315,Male,Loyal Customer,Business travel,Business,satisfied,30,1500,5,4,5,0,0.0
316,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,190,1,4,1,0,0.0
317,Male,disloyal Customer,Business travel,Business,satisfied,37,468,4,4,4,0,0.0
318,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,261,1,3,1,0,0.0
319,Male,disloyal Customer,Business travel,Business,satisfied,21,255,2,5,2,0,0.0
320,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,1609,3,3,3,0,8.0
321,Female,Loyal Customer,Business travel,Business,satisfied,52,413,5,5,3,4,2.0
322,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,119,5,3,5,0,0.0
323,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,13,387,1,3,1,16,12.0
324,Male,Loyal Customer,Business travel,Business,satisfied,28,1087,5,4,5,0,0.0
325,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,13,323,2,4,2,15,7.0
326,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,282,5,5,5,8,16.0
327,Male,Loyal Customer,Business travel,Business,satisfied,58,1721,4,4,5,18,0.0
328,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,347,5,4,5,0,0.0
329,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,3465,2,3,2,0,0.0
330,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,948,4,4,4,0,0.0
331,Female,Loyal Customer,Business travel,Business,satisfied,44,1707,5,5,3,0,0.0
332,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,23,1372,1,3,1,0,0.0
333,Male,disloyal Customer,Business travel,Business,satisfied,20,369,1,4,1,0,0.0
334,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,552,3,2,3,0,11.0
335,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,26,1188,1,4,1,0,13.0
336,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,43,1005,5,4,5,0,1.0
337,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,72,1870,2,2,4,0,0.0
338,Female,Loyal Customer,Business travel,Eco,satisfied,48,896,2,2,1,12,8.0
339,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,429,3,4,3,0,0.0
340,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,1796,1,3,4,176,164.0
341,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,842,5,3,5,38,28.0
342,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,16,1107,1,3,1,0,0.0
343,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,327,5,5,5,0,0.0
344,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,55,432,3,2,5,0,0.0
345,Female,disloyal Customer,Business travel,Eco,satisfied,23,577,5,4,5,0,0.0
346,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,50,1877,2,2,4,0,0.0
347,Female,Loyal Customer,Business travel,Business,satisfied,45,1123,5,5,3,0,5.0
348,Male,Loyal Customer,Business travel,Business,satisfied,57,1749,5,5,4,19,5.0
349,Female,Loyal Customer,Business travel,Business,satisfied,50,2454,3,3,5,46,24.0
350,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,270,4,4,4,0,0.0
351,Female,Loyal Customer,Business travel,Business,satisfied,34,1825,5,5,3,13,0.0
352,Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,17,191,4,4,4,39,34.0
353,Male,Loyal Customer,Business travel,Business,satisfied,45,679,5,5,4,0,6.0
354,Female,Loyal Customer,Business travel,Business,satisfied,59,812,2,2,4,0,3.0
355,Male,Loyal Customer,Business travel,Eco,satisfied,39,1056,5,4,5,20,9.0
356,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,28,101,2,3,2,0,0.0
357,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,73,1,1,1,0,32.0
358,Male,Loyal Customer,Personal Travel,Eco,satisfied,9,936,4,5,4,22,22.0
359,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,24,287,5,2,5,0,8.0
360,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,255,3,4,3,0,0.0
361,Female,disloyal Customer,Business travel,Eco,satisfied,25,317,5,2,5,9,5.0
362,Male,Loyal Customer,Business travel,Business,satisfied,22,2027,4,4,4,7,2.0
363,Male,Loyal Customer,Business travel,Business,satisfied,55,936,3,3,5,0,0.0
364,Male,Loyal Customer,Business travel,Eco,satisfied,53,432,4,3,4,0,5.0
365,Female,Loyal Customer,Business travel,Business,satisfied,46,888,4,4,4,0,0.0
366,Male,Loyal Customer,Personal Travel,Eco,satisfied,62,1061,5,5,5,0,0.0
367,Female,Loyal Customer,Business travel,Business,satisfied,53,216,5,5,4,0,0.0
368,Female,Loyal Customer,Business travel,Business,satisfied,50,1814,5,5,4,0,0.0
369,Male,Loyal Customer,Business travel,Business,satisfied,57,2993,4,4,3,0,6.0
370,Female,Loyal Customer,Business travel,Business,satisfied,54,2632,3,3,5,0,0.0
371,Female,Loyal Customer,Business travel,Business,satisfied,42,199,5,4,5,0,0.0
372,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,17,802,4,3,4,0,5.0
373,Female,Loyal Customer,Business travel,Business,satisfied,53,581,4,4,3,1,0.0
374,Male,Loyal Customer,Business travel,Business,satisfied,49,1938,4,4,4,22,21.0
375,Female,Loyal Customer,Business travel,Eco Plus,satisfied,37,174,5,5,5,0,0.0
376,Male,Loyal Customer,Business travel,Eco,satisfied,35,326,4,5,4,0,0.0
377,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,30,1821,2,2,2,5,7.0
378,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,1437,5,4,5,0,0.0
379,Male,Loyal Customer,Business travel,Business,satisfied,46,3995,5,5,4,0,0.0
380,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,51,1488,2,2,2,73,62.0
381,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,1892,1,4,1,0,0.0
382,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,502,5,4,5,53,52.0
383,Male,Loyal Customer,Business travel,Business,satisfied,46,2491,4,4,3,0,0.0
384,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,12,944,1,4,1,20,15.0
385,Male,Loyal Customer,Business travel,Business,satisfied,25,496,4,5,4,0,0.0
386,Female,Loyal Customer,Business travel,Business,satisfied,63,329,4,4,3,0,0.0
387,Female,Loyal Customer,Business travel,Business,satisfied,48,402,4,4,3,0,4.0
388,Female,Loyal Customer,Business travel,Business,satisfied,43,3946,4,4,4,0,0.0
389,Female,Loyal Customer,Business travel,Business,satisfied,35,337,4,4,5,54,40.0
390,Female,Loyal Customer,Business travel,Business,satisfied,32,2133,4,5,4,0,0.0
391,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,192,4,4,4,0,0.0
392,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,60,491,5,2,5,22,49.0
393,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,1120,2,4,2,0,3.0
394,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,1440,4,3,4,0,7.0
395,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,51,140,3,2,2,0,0.0
396,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,451,2,5,2,0,0.0
397,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,798,3,3,3,1,4.0
398,Male,Loyal Customer,Business travel,Business,satisfied,32,3607,5,5,5,0,0.0
399,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,1096,1,4,1,1,0.0
400,Female,Loyal Customer,Business travel,Business,satisfied,43,373,5,5,3,0,0.0
401,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,7,405,4,4,4,3,0.0
402,Male,Loyal Customer,Business travel,Business,satisfied,29,2542,5,1,5,18,55.0
403,Female,Loyal Customer,Business travel,Eco Plus,satisfied,48,907,4,4,5,0,1.0
404,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,1258,1,3,2,199,185.0
405,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,550,1,4,1,56,63.0
406,Female,Loyal Customer,Business travel,Business,satisfied,35,602,2,2,4,0,0.0
407,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,57,1399,2,2,4,3,0.0
408,Male,Loyal Customer,Business travel,Business,satisfied,52,3245,5,5,3,93,77.0
409,Female,Loyal Customer,Business travel,Eco,satisfied,17,677,4,5,4,0,0.0
410,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,1616,1,4,1,70,89.0
411,Male,Loyal Customer,Business travel,Business,satisfied,38,1561,5,5,5,0,23.0
412,Female,Loyal Customer,Business travel,Business,satisfied,38,285,4,4,5,0,0.0
413,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,38,1189,3,5,3,3,0.0
414,Male,disloyal Customer,Business travel,Eco,satisfied,23,1021,3,5,3,0,0.0
415,Female,Loyal Customer,Business travel,Business,satisfied,39,2442,4,4,4,80,86.0
416,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,55,918,1,1,4,12,5.0
417,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,545,5,5,5,0,2.0
418,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,59,459,4,4,3,0,5.0
419,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,9,804,1,5,1,0,0.0
420,Female,disloyal Customer,Business travel,Business,satisfied,26,569,3,4,3,96,91.0
421,Male,Loyal Customer,Business travel,Business,satisfied,51,3991,4,4,3,0,0.0
422,Male,Loyal Customer,Business travel,Business,satisfied,40,1620,5,5,5,0,0.0
423,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,56,1173,3,3,1,0,0.0
424,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,236,4,4,5,57,52.0
425,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,134,3,3,3,0,0.0
426,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,8,647,2,3,2,0,0.0
427,Male,Loyal Customer,Business travel,Eco Plus,satisfied,33,654,4,2,4,0,0.0
428,Male,Loyal Customer,Business travel,Business,satisfied,46,2623,5,5,5,0,0.0
429,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,209,2,4,2,95,100.0
430,Female,Loyal Customer,Business travel,Business,satisfied,36,257,4,4,1,0,0.0
431,Male,Loyal Customer,Business travel,Business,satisfied,26,1629,5,2,5,0,0.0
432,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,36,371,5,2,5,11,6.0
433,Male,Loyal Customer,Business travel,Business,satisfied,31,2201,2,3,2,0,0.0
434,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,836,1,1,1,27,54.0
435,Female,Loyal Customer,Business travel,Business,satisfied,39,3081,2,2,4,7,0.0
436,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,859,4,3,4,3,24.0
437,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,1055,2,2,3,29,17.0
438,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,399,5,3,5,0,0.0
439,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,10,632,3,4,3,44,40.0
440,Male,Loyal Customer,Business travel,Business,satisfied,60,3626,5,5,5,35,36.0
441,Male,Loyal Customer,Business travel,Business,satisfied,44,833,4,4,4,15,1.0
442,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,1288,4,4,5,6,24.0
443,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,2163,3,3,4,60,70.0
444,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,46,645,2,4,3,141,139.0
445,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,54,515,3,3,3,44,33.0
446,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,3767,2,1,2,44,92.0
447,Male,disloyal Customer,Personal Travel,Eco,satisfied,43,888,4,4,4,0,0.0
448,Female,disloyal Customer,Business travel,Business,satisfied,44,288,4,4,4,0,0.0
449,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,1024,5,4,5,16,14.0
450,Male,Loyal Customer,Business travel,Business,satisfied,48,3185,5,5,5,0,0.0
451,Male,Loyal Customer,Business travel,Business,satisfied,30,2974,4,4,4,74,67.0
452,Female,Loyal Customer,Business travel,Business,satisfied,46,2981,5,5,3,1,0.0
453,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,1428,2,5,2,0,7.0
454,Male,Loyal Customer,Business travel,Business,satisfied,39,2454,5,5,3,0,0.0
455,Male,Loyal Customer,Business travel,Business,satisfied,24,3482,4,5,4,0,0.0
456,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,48,296,2,2,3,0,0.0
457,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,391,5,5,5,0,4.0
458,Male,Loyal Customer,Business travel,Business,satisfied,37,3744,5,4,5,172,163.0
459,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,37,1558,4,4,3,0,8.0
460,Male,Loyal Customer,Business travel,Business,satisfied,57,1389,5,5,5,0,0.0
461,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,1947,1,3,1,0,0.0
462,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,9,776,2,3,2,16,6.0
463,Female,Loyal Customer,Business travel,Business,satisfied,24,3536,4,5,4,0,0.0
464,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,414,3,5,3,0,0.0
465,Male,Loyal Customer,Business travel,Business,satisfied,44,3165,4,4,3,0,0.0
466,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,1600,0,2,3,0,0.0
467,Male,Loyal Customer,Business travel,Business,satisfied,42,3605,4,4,3,0,0.0
468,Female,Loyal Customer,Personal Travel,Eco,satisfied,52,247,5,5,3,0,0.0
469,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,52,550,2,3,2,0,0.0
470,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,446,1,4,1,0,0.0
471,Male,Loyal Customer,Business travel,Business,satisfied,47,728,5,5,3,0,0.0
472,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,45,3692,2,2,4,63,52.0
473,Female,Loyal Customer,Business travel,Business,satisfied,44,3979,4,4,3,0,0.0
474,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,47,3546,2,2,2,19,21.0
475,Female,Loyal Customer,Business travel,Business,satisfied,57,177,5,3,5,91,128.0
476,Female,Loyal Customer,Business travel,Business,satisfied,34,760,3,3,3,6,0.0
477,Female,Loyal Customer,Business travel,Eco,satisfied,26,2378,4,5,4,4,0.0
478,Female,Loyal Customer,Business travel,Business,satisfied,45,228,3,3,5,0,21.0
479,Female,Loyal Customer,Business travel,Business,satisfied,33,163,4,3,3,0,3.0
480,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,251,2,5,2,0,0.0
481,Male,Loyal Customer,Business travel,Business,satisfied,51,406,4,4,4,9,4.0
482,Male,Loyal Customer,Personal Travel,Eco,satisfied,60,624,1,2,4,175,180.0
483,Male,Loyal Customer,Business travel,Business,satisfied,40,3764,4,4,3,16,3.0
484,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,62,696,2,2,2,24,1.0
485,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,746,2,2,3,27,37.0
486,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,38,2930,2,2,3,7,23.0
487,Male,Loyal Customer,Business travel,Business,satisfied,44,192,5,5,3,23,13.0
488,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,11,507,1,4,1,11,5.0
489,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,226,2,4,2,0,0.0
490,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,10,338,5,4,5,0,0.0
491,Male,Loyal Customer,Business travel,Eco Plus,satisfied,51,380,2,3,2,16,0.0
492,Male,Loyal Customer,Business travel,Business,satisfied,34,3144,5,5,1,3,0.0
493,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,69,3714,4,4,1,0,0.0
494,Female,Loyal Customer,Business travel,Business,satisfied,49,90,4,4,3,0,0.0
495,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,30,204,2,4,2,105,93.0
496,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,399,1,2,1,0,0.0
497,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,29,802,2,4,2,0,0.0
498,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,406,3,3,3,0,0.0
499,Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,53,676,2,2,3,0,0.0
500,Female,Loyal Customer,Business travel,Business,satisfied,24,1476,5,4,5,0,8.0
501,Male,Loyal Customer,Business travel,Business,satisfied,43,3677,4,4,5,2,0.0
502,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,7,1034,5,3,4,143,121.0
503,Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,65,1042,4,2,5,48,30.0
504,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,597,2,5,2,0,6.0
505,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,50,1635,4,5,4,0,4.0
506,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,26,2556,4,4,4,0,33.0
507,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,859,2,4,2,37,52.0
508,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,55,1236,5,5,5,0,9.0
509,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,192,1,3,1,0,0.0
510,Female,Loyal Customer,Business travel,Eco,satisfied,57,649,4,4,3,27,17.0
511,Male,Loyal Customer,Business travel,Business,satisfied,22,936,4,1,4,0,7.0
512,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,484,4,4,3,0,0.0
513,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,2279,3,5,3,0,0.0
514,Male,disloyal Customer,Business travel,Eco,satisfied,21,1444,4,4,1,1,2.0
515,Female,disloyal Customer,Business travel,Business,satisfied,38,1389,2,5,2,3,0.0
516,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,42,1846,1,1,4,0,0.0
517,Male,Loyal Customer,Business travel,Business,satisfied,55,1884,4,5,5,4,2.0
518,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,285,3,3,3,0,3.0
519,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,43,2256,1,1,2,19,6.0
520,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,12,2342,4,4,4,31,22.0
